Date,Treasury Bill
11/3/2019,null
11/4/2019,1.503
11/5/2019,1.518
11/6/2019,1.515
11/7/2019,1.518
11/8/2019,1.51
11/10/2019,null
11/11/2019,1.513
11/12/2019,1.533
11/13/2019,1.535
11/14/2019,1.528
11/15/2019,1.528
11/17/2019,null
11/18/2019,1.523
11/19/2019,1.525
11/20/2019,1.52
11/21/2019,1.53
11/22/2019,1.543
11/24/2019,null
11/25/2019,1.545
11/26/2019,1.565
11/27/2019,1.565
11/29/2019,1.54
12/1/2019,null
12/2/2019,1.538
12/3/2019,1.538
12/4/2019,1.498
12/5/2019,1.493
12/6/2019,1.48
12/8/2019,null
12/9/2019,1.498
12/10/2019,1.515
12/11/2019,1.52
12/12/2019,1.53
12/13/2019,1.523
12/15/2019,null
12/16/2019,1.525
12/17/2019,1.53
12/18/2019,1.518
12/19/2019,1.533
12/20/2019,1.528
12/22/2019,null
12/23/2019,1.52
12/24/2019,1.538
12/26/2019,1.535
12/27/2019,1.518
12/29/2019,null
12/30/2019,1.49
12/31/2019,1.505
